Perovskite,Hill formula,Interlayer space composition,Dopant,"Dopant, wt%","Bandgap, eV",DOI,Materials Project ID,COD_ID,Springer_ID,Z,Z_MP,"a, A","b, A","c, A",Symmetry group,"d,A",a_MP,b_MP,c_MP,XRD pattern,Crystal structure,Number of octahedrons on a layer,Valence electrons,Volume,Valence Electrons Density,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,Average Pauling electronegativity,Average Mulliken electronegativity
H2Ca4Ta4Nb2O20,Ca4 H2 Nb2 O20 Ta4,,,,4.16,10.1016/j.jallcom.2006.11.201,-1,-1,,,0,3.853,3.853,32.4,,,0,,,1,,3,40,0,,1.875,2.5,0.625,1.75,0.277777778,0.37037037,0.092592593,0.259259259,1,3.44,2.44,2.7,2.7,6.276302736
H2Ca4Ta6O20,Ca4 H2 O20 Ta6,,,,4.59,10.1016/j.jallcom.2006.11.201,-1,-1,,,0,3.853,3.853,32.64,P42212,,0,,,1,,3,40,0,,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,1,3.44,2.44,2.69375,2.69375,6.282441298
RbLaNb2O7,La Nb2 O7 Rb,,,,3.3,10.1021/cs200643h,mp-553965,-1,,,2,5.4764,22.4042,5.1576,Imma,,11.92921406,11.92921406,11.92921406,,,,14,349.0087537,0.080227214,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,0.82,3.44,2.62,2.654545455,2.654545455,5.98655121
AgLaNb2O7,Ag La Nb2 O7,,,,2.98,10.1021/cs200643h,mp-1222828,1509430,,,1,7.7803,7.7803,42.5692,Ia1/acd,,11.30538971,11.30538971,11.30538971,https://next-gen.materialsproject.org/materials/mp-1178119,1,,14,169.7295487,0.082484164,1.727272727,2.545454545,1.727272727,0,0.287878788,0.424242424,0.287878788,0,1.1,3.44,2.34,2.755454545,2.755454545,6.17826315
RbLaNb2O7,La Nb2 O7 Rb,,,,3.3,10.1021/cs400466b,mp-553965,-1,,,2,5.534,22.0833,5.5033,Imma,,11.92921406,11.92921406,11.92921406,1,,,14,349.0087537,0.080227214,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,0.82,3.44,2.62,2.654545455,2.654545455,5.98655121
AgLaNb2O7,Ag La Nb2 O7,,,,2.85,10.1021/cs400466b,mp-1222828,1509430,,,1,3.9045,3.9045,21.6521,Ia1/acd,,11.30538971,11.30538971,11.30538971,1,,,14,169.7295487,0.082484164,1.727272727,2.545454545,1.727272727,0,0.287878788,0.424242424,0.287878788,0,1.1,3.44,2.34,2.755454545,2.755454545,6.17826315
RbCa2Nb3O10,Ca2 Nb3 O10 Rb,,,,3.5,10.1021/cs400466b,mp-20396,2238958,,,1,3.865,3.865,14.9743,P4/mmm,,3.966101,3.966101,15.283337,1,,,20,240.406236,0.083192518,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.961213477
AgCa2Nb3O10,Ag Ca2 Nb3 O10,,,,2.65,10.1021/cs400466b,-1,-1,,,0,,,,,,0,,,1,,,20,0,,1.75,2.5,1.375,0,0.311111111,0.444444444,0.244444444,0,1,3.44,2.44,2.695625,2.695625,6.093015436
RbSr2Nb3O10,Nb3 O10 Rb Sr2,,,,3.1,10.1021/cs400466b,mp-22720,1526803,,,1,3.9008,3.9008,15.317,P4/mmm,,3.986082,3.986082,15.440419,1,,,20,245.330497,0.081522682,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62,2.62,5.936790163
AgSr2Nb3O10,Ag Nb3 O10 Sr2,,,,2.66,10.1021/cs400466b,-1,-1,,,0,,,,,,0,,,1,,,20,0,,1.75,2.5,1.375,0,0.311111111,0.444444444,0.244444444,0,0.95,3.44,2.49,2.689375,2.689375,6.068592122
Rb2La2Ti3O10,La2 O10 Rb2 Ti3,,,,3.6,10.1021/cs400466b,-1,-1,,,0,3.9288,3.9288,30.2698,P4/mmm,,0,,,1,,,20,0,,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.679340559
Ag2La2Ti3O10,Ag2 La2 O10 Ti3,,,,2.4,10.1021/cs400466b,mp-6000,1509663,,,1,3.8314,3.8314,28.8714,I4/mmm,,14.88329339,14.88329339,14.88329339,1,,,20,218.4326222,0.091561415,1.882352941,2.352941176,1.647058824,0,0.32,0.4,0.28,0,1.1,3.44,2.34,2.651764706,2.651764706,5.927438365
AgLaNb2O7,Ag La Nb2 O7,,Pt,1,3.15,10.1021/cs400466b,mp-1222828,1509430,,,1,7.7803,7.7803,42.5692,Ia1/acd,,11.30538971,11.30538971,11.30538971,,,,14,169.7295487,0.082484164,1.727272727,2.545454545,1.727272727,0,0.287878788,0.424242424,0.287878788,0,1.1,3.44,2.34,2.755454545,2.755454545,6.17826315
AgCa2Nb3O10,Ag Ca2 Nb3 O10,,Pt,1,3.14,10.1021/cs400466b,-1,-1,,,0,3.84,3.84,15.007,,,0,,,,,,20,0,,1.75,2.5,1.375,0,0.311111111,0.444444444,0.244444444,0,1,3.44,2.44,2.695625,2.695625,6.093015436
AgSr2Nb3O10,Ag Nb3 O10 Sr2,,Pt,1,3.22,10.1021/cs400466b,-1,-1,,,0,,,,,,0,,,,,,20,0,,1.75,2.5,1.375,0,0.311111111,0.444444444,0.244444444,0,0.95,3.44,2.49,2.689375,2.689375,6.068592122
Ag2La2Ti3O10,Ag2 La2 O10 Ti3,,Pt,1,3.42,10.1021/cs400466b,mp-6000,1509663,,,1,7.7803,7.7803,42.5692,Ia1/acd,,14.88329339,14.88329339,14.88329339,,,,20,218.4326222,0.091561415,1.882352941,2.352941176,1.647058824,0,0.32,0.4,0.28,0,1.1,3.44,2.34,2.651764706,2.651764706,5.927438365
Ba5Nb4O15,Ba5 Nb4 O15,,,,3.9,10.1246/cl.2006.1052,mp-3563,7039788,,,1,,,,,,5.85323813,5.85323716,11.91281149,,,,30,353.4576006,0.08487581,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.89,3.44,2.55,2.602083333,2.602083333,5.909872615
Ca2Nb2O7,Ca2 Nb2 O7,,,,4.3,10.1039/A902892G,mp-4155,1011128,,,2,,,,,,7.48360946,7.48360946,7.48360946,,,,14,296.3591552,0.094479956,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,1,3.44,2.44,2.661818182,2.661818182,6.053729502
Sr2Nb2O7,Nb2 O7 Sr2,,,,4.1,10.1039/A902892G,mp-15590,2002850,,,8,,,,,,5.80171801,7.97565209,27.3520934,,,,14,1265.649314,0.088492127,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,0.95,3.44,2.49,2.652727273,2.652727273,6.018204682
La2Ti2O7,La2 O7 Ti2,,,,3.2,10.1039/A902892G,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
La4CaTi5O17,Ca La4 O17 Ti5,,,,3.8,10.1039/A902892G,-1,-1,sd_1835408,,0,,,,,,0,,,,,,34,0,,2,2.518518519,0.518518519,0,0.397058824,0.5,0.102941176,0,1,3.44,2.44,2.651111111,2.651111111,5.954435951
TiO2,O2 Ti,,,,3.1,10.1039/A902892G,mp-1245098,1010942,,,30,,,,,,10.59112378,10.78473663,10.48617618,,,,4,1182.74126,0.101459215,2,2.666666667,0.666666667,0,0.375,0.5,0.125,0,1.54,3.44,1.9,2.806666667,2.806666667,6.1769976
K4Nb6O17,K4 Nb6 O17,,,,3.3,10.1039/A902892G,mp-560692,1001842,,,4,,,,,,6.604068,7.938952,33.703336,,,,34,1767.044972,0.076964651,1.62962963,2.518518519,0.888888889,0,0.323529412,0.5,0.176470588,0,0.82,3.44,2.62,2.642962963,2.642962963,5.958736269
KBa2Ta3O10,Ba2 K O10 Ta3,,,,3.5,10.1039/A902892G,-1,-1,,,0,,,,,,0,,,,,,20,0,,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.82,3.44,2.62,2.59375,2.59375,5.936386877
Sr2Ta2O7,O7 Sr2 Ta2,,,,4.55,10.1016/s1010-6030(01)00574-3,mp-13664,2106523,,,2,3.937,27.198,5.692,,,13.81974189,13.81974189,5.71108702,1,,,14,309.4413886,0.090485633,2,2.545454545,0.545454545,2.545454545,0.261904762,0.333333333,0.071428571,0.333333333,0.95,3.44,2.49,2.634545455,2.634545455,6.036062318
Sr2Nb0.05Ta0.95O7,Nb0.05 O7 Sr2 Ta0.95,,,,4.43,10.1016/s1010-6030(01)00574-3,-1,-1,,,0,3.937,27.198,5.692,,,0,,,1,,,14,0,,1.995,2.8,0.305,1.33,0.310264386,0.435458787,0.047433904,0.206842924,0.95,3.44,2.49,2.7485,2.7485,6.245542915
Sr2Nb0.1Ta0.9O7,Nb0.1 O7 Sr2 Ta0.9,,,,4.34,10.1016/s1010-6030(01)00574-3,-1,-1,,,0,3.937,27.198,5.692,,,0,,,1,,,14,0,,1.99,2.8,0.31,1.26,0.312893082,0.440251572,0.048742138,0.198113208,0.95,3.44,2.49,2.749,2.749,6.24505183
Sr2Nb0.15Ta0.85O7,Nb0.15 O7 Sr2 Ta0.85,,,,4.27,10.1016/s1010-6030(01)00574-3,-1,-1,,,0,3.937,27.198,5.692,,,0,,,1,,,14,0,,1.985,2.8,0.315,1.19,0.315580286,0.445151033,0.050079491,0.189189189,0.95,3.44,2.49,2.7495,2.7495,6.244560745
Sr2Nb0.25Ta0.75O7,Nb0.25 O7 Sr2 Ta0.75,,,,4.13,10.1016/s1010-6030(01)00574-3,-1,-1,,,0,3.937,27.198,5.692,,,0,,,1,,,14,0,,1.975,2.8,0.325,1.05,0.321138211,0.455284553,0.052845528,0.170731707,0.95,3.44,2.49,2.7505,2.7505,6.243578575
Sr2Nb0.35Ta0.65O7,Nb0.35 O7 Sr2 Ta0.65,,,,4.07,10.1016/s1010-6030(01)00574-3,-1,-1,,,0,3.937,27.198,5.692,,,0,,,1,,,14,0,,1.965,2.8,0.335,0.91,0.326955075,0.465890183,0.055740433,0.151414309,0.95,3.44,2.49,2.7515,2.7515,6.242596405
Sr2Nb0.5Ta0.5O7,Nb0.5 O7 Sr2 Ta0.5,,,,4.03,10.1016/s1010-6030(01)00574-3,-1,-1,,,0,3.937,27.198,5.692,,,0,,,1,,,14,0,,1.95,2.8,0.35,0.7,0.336206897,0.482758621,0.060344828,0.120689655,0.95,3.44,2.49,2.753,2.753,6.24112315
Sr2Nb0.8Ta0.2O7,Nb0.8 O7 Sr2 Ta0.2,,,,3.96,10.1016/s1010-6030(01)00574-3,-1,-1,,,0,3.937,27.198,5.692,,,0,,,1,,,14,0,,1.92,2.8,0.38,0.28,0.356877323,0.520446097,0.07063197,0.05204461,0.95,3.44,2.49,2.756,2.756,6.23817664
Sr2Nb2O7,Nb2 O7 Sr2,,,,3.92,10.1016/s1010-6030(01)00574-3,mp-15590,2002850,,,8,3.933,26.726,5.863,P21,,5.80171801,7.97565209,27.3520934,1,,,14,1265.649314,0.088492127,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,0.95,3.44,2.49,2.652727273,2.652727273,6.018204682
La2Ti2O7,La2 O7 Ti2,,,,3.82,10.1021/jp034229n,mp-4423,1001022,,,2,13.01,5.544,7.81,P21,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
NdLaTi2O7,La Nd O7 Ti2,,,,3.68,10.1021/jp034229n,-1,-1,,,0,13.02,5.512,7.745,P21,,0,,,,,,14,0,,2,2.545454545,0.454545455,0.363636364,0.372881356,0.474576271,0.084745763,0.06779661,1.1,3.44,2.34,2.672727273,2.672727273,5.959926891
Nd2Ti2O7,Nd2 O7 Ti2,,,,3.65,10.1021/jp034229n,mp-555785,2002197,,,2,13.02,5.48,7.68,P21,,7.28549978,7.28550001,7.28550129,,,,14,273.4407081,0.102398799,2,2.545454545,0.363636364,0.727272727,0.35483871,0.451612903,0.064516129,0.129032258,1.14,3.44,2.3,2.676363636,2.676363636,5.936656305
Pr2Ti2O7,O7 Pr2 Ti2,,,,2.99,10.1021/jp034229n,mp-15201,-1,,,4,12.996,5.485,7.704,P21,,5.51914343,7.72039827,13.11704388,,,,14,552.7471239,0.101312151,2,2.545454545,0.363636364,0.545454545,0.366666667,0.466666667,0.066666667,0.1,1.13,3.44,2.31,2.674545455,2.674545455,5.932741877
PrLaTi2O7,La O7 Pr Ti2,,,,2.98,10.1021/jp034229n,-1,-1,,,0,13.003,5.515,7.757,P21,,0,,,,,,14,0,,2,2.545454545,0.454545455,0.272727273,0.379310345,0.482758621,0.086206897,0.051724138,1.1,3.44,2.34,2.671818182,2.671818182,5.957969677
K2La2Ti3O10,K2 La2 O10 Ti3,,,,2.1,10.1016/j.apsusc.2009.05.146,mp-6548,-1,,,1,3.871,3.871,29.784,I4/mmm,,15.28115725,15.28115725,15.28115725,,,,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
Cu(I)-K2La2Ti3O10,Cu2 La2 O10 Ti3,,,,2,10.1039/c4sc01829j,-1,-1,,,0,3.871,3.871,29.297,,,0,,,,,,20,0,,1.882352941,2.352941176,1.647058824,0,0.32,0.4,0.28,0,1.1,3.44,2.34,2.648235294,2.648235294,5.932229953
Cu(I)-K4Nb6O17,Cu2.76 K1.24 Nb6 O17,,,,2.2,10.1039/c4sc01829j,-1,-1,,,0,6.604068,7.93,31.28,,,0,,,,,,34,0,,1.62962963,2.518518519,1.911111111,0,0.268948655,0.415647922,0.315403423,0,0.82,3.44,2.62,2.753362963,2.753362963,6.16931615
K4Nb6O17,K4 Nb6 O17,,,,3.3,10.1039/c4sc01829j,mp-560692,1001842,,,4,6.604068,7.93,32.7,,,6.604068,7.938952,33.703336,,,,34,1767.044972,0.076964651,1.62962963,2.518518519,0.888888889,0,0.323529412,0.5,0.176470588,0,0.82,3.44,2.62,2.642962963,2.642962963,5.958736269
Cu(I)-KLaNb2O7,Cu0.65 K0.35 La Nb2 O7,,,,2.3,10.1039/c4sc01829j,mp-1223501,1545643,,,0,-1,,,,,0,,,,,,14,0,,1.727272727,2.545454545,1.409090909,0,0.304,0.448,0.248,0,0.82,3.44,2.62,2.718363636,2.718363636,6.116419632
KLaNb2O7,K La Nb2 O7,,,,3.2,10.1039/c4sc01829j,mp-1223501,1545643,,,1,-1,,,,,3.932702,3.9458,11.35639878,,,,14,173.5450216,0.080670709,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,0.82,3.44,2.62,2.654545455,2.654545455,5.994691144
Cu(I)-RbCa2Ta3O10,Ca2 Cu0.1 O10 Rb0.9 Ta3,,,,2.8,10.1039/c4sc01829j,mp-6680,1522042,,,0,-1,,,,,0,,,,,,20,0,,1.9375,2.5,0.625,2.625,0.25203252,0.325203252,0.081300813,0.341463415,0.82,3.44,2.62,2.61425,2.61425,5.993063913
RbCa2Ta3O10,Ca2 O10 Rb Ta3,,,,4.5,10.1039/c4sc01829j,mp-6680,1522042,,,1,-1,,15.05,,,3.941419,3.941419,15.312718,,,,20,237.8797625,0.084076089,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.82,3.44,2.62,2.6075,2.6075,5.979629164
LiTaO3,Li O3 Ta,,,,4.8,10.1039/c4sc01829j,mp-754345,1531051,,,2,-1,,,,,5.444507,5.444507,3.942623,,,,6,116.8698192,0.102678348,1.8,2.4,0.6,2.8,0.236842105,0.315789474,0.078947368,0.368421053,0.98,3.44,2.46,2.56,2.56,5.911993612
NaTaO3,Na O3 Ta,,,,4,10.1039/c4sc01829j,mp-676280,1521385,,,8,-1,,,,,7.57148176,7.44413558,14.78526202,,,,6,583.5490822,0.082255292,1.8,2.4,0.6,2.8,0.236842105,0.315789474,0.078947368,0.368421053,0.93,3.44,2.51,2.55,2.55,5.879717511
Cu(I)-LiTaO3,Cu0.02 Li0.98 O3 Ta,,,,2.8,10.1039/c4sc01829j,mp-754345,1531051,,,0,-1,,,,,0,,,,,,6,0,,1.8,2.4,0.64,2.8,0.235602094,0.314136126,0.083769634,0.366492147,0.98,3.44,2.46,2.56368,2.56368,5.917898411
Cu(I)-NaTaO3,Cu0.09 Na0.91 O3 Ta,,,,2,10.1039/c4sc01829j,mp-676280,1521385,,,0,-1,,,,,0,,,,,,6,0,,1.8,2.4,0.78,2.8,0.231362468,0.30848329,0.100257069,0.359897172,0.93,3.44,2.51,2.56746,2.56746,5.909193958
HLaNb2O7,H La Nb2 O7,,,,3.36,10.1016/j.solmat.2009.02.001,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HLaNb2O7,H La Nb2 O7,,In,0.66,3.48,10.1016/j.solmat.2009.02.001,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HLaNb2O7,H La Nb2 O7,,In,1.32,3.47,10.1016/j.solmat.2009.02.001,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HLaNb2O7,H La Nb2 O7,,In,1.98,3.41,10.1016/j.solmat.2009.02.001,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HLaNb2O7,H La Nb2 O7,,In,2.64,3.42,10.1016/j.solmat.2009.02.001,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HLaNb2O7,H La Nb2 O7,,In,3.96,3.44,10.1016/j.solmat.2009.02.001,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
TiO2,O2 Ti,,,,3.2,10.1016/j.solmat.2009.02.001,mp-1245098,1010942,,,30,-2,,,,,10.59112378,10.78473663,10.48617618,,,,4,1182.74126,0.101459215,2,2.666666667,0.666666667,0,0.375,0.5,0.125,0,1.54,3.44,1.9,2.806666667,2.806666667,6.1769976
HLaNb2O7,H La Nb2 O7,,,,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
H0.98LaNb1.98Mo0.02O7,H0.98 La Mo0.02 Nb1.98 O7,,,,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,,0,3.886,3.886,10.5483,P4/m,,0,,,,,,14,0,,1.72859745,2.550091075,0.821493625,0,0.338928571,0.5,0.161071429,0,1.1,3.44,2.34,2.782076503,2.782076503,6.425788903
H0.95LaNb1.95Mo0.05O7,H0.95 La Mo0.05 Nb1.95 O7,,,,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,,0,3.886,3.886,10.5483,P4/m,,0,,,,,,14,0,,1.730593607,2.557077626,0.826484018,0,0.338392857,0.5,0.161607143,0,1.1,3.44,2.34,2.785205479,2.785205479,6.423956092
H0.85LaNb1.85Mo0.15O7,H0.85 La Mo0.15 Nb1.85 O7,,,,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,,0,3.886,3.886,10.5483,P4/m,,0,,,,,,14,0,,1.737327189,2.580645161,0.843317972,0,0.336607143,0.5,0.163392857,0,1.1,3.44,2.34,2.795760369,2.795760369,6.417773523
HLaNb2O7,H La Nb2 O7,,Pt,1.34,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,1,1,3.886,3.886,10.5483,P4/m,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
H0.98LaNb1.98Mo0.02O7,H0.98 La Mo0.02 Nb1.98 O7,,Pt,1.04,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,1,0,3.886,3.886,10.5483,P4/m,,0,,,,,,14,0,,1.72859745,2.550091075,0.821493625,0,0.338928571,0.5,0.161071429,0,1.1,3.44,2.34,2.782076503,2.782076503,6.425788903
H0.95LaNb1.95Mo0.05O7,H0.95 La Mo0.05 Nb1.95 O7,,Pt,1.19,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,1,0,3.886,3.886,10.5483,P4/m,,0,,,,,,14,0,,1.730593607,2.557077626,0.826484018,0,0.338392857,0.5,0.161607143,0,1.1,3.44,2.34,2.785205479,2.785205479,6.423956092
H0.85LaNb1.85Mo0.15O7,H0.85 La Mo0.15 Nb1.85 O7,,Pt,1.61,3.1,10.1016/j.jhazmat.2008.11.040,mp-1205881,-1,,1,0,3.886,3.886,10.5483,P4/m,,0,,,,,,14,0,,1.737327189,2.580645161,0.843317972,0,0.336607143,0.5,0.163392857,0,1.1,3.44,2.34,2.795760369,2.795760369,6.417773523
PbBi2Nb1.8W0.2O9,Bi2 Nb1.8 O9 Pb W0.2,,,,2.74,10.1016/j.matlet.2007.08.089,mp-23101,1531664,,,0,5.496,5.496,25.55,A21am,,0,,,,,,18,0,,1.871428571,3.142857143,2.714285714,3.2,0.17124183,0.287581699,0.248366013,0.292810458,1.6,3.44,1.84,2.905857143,2.905857143,6.267675795
PbBi2Nb1.85W0.15O9,Bi2 Nb1.85 O9 Pb W0.15,,,,2.74,10.1016/j.matlet.2007.08.089,mp-23101,1531664,,,0,5.496,5.496,25.55,A21am,,0,,,,,,18,0,,1.867857143,3.142857143,2.714285714,3.15,0.171756979,0.288998358,0.249589491,0.289655172,1.6,3.44,1.84,2.903142857,2.903142857,6.265882865
PbBi2Nb1.9W0.1O9,Bi2 Nb1.9 O9 Pb W0.1,,,,2.75,10.1016/j.matlet.2007.08.089,mp-23101,1531664,,,0,5.496,5.496,25.55,A21am,,0,,,,,,18,0,,1.864285714,3.142857143,2.714285714,3.1,0.172277228,0.290429043,0.250825083,0.286468647,1.6,3.44,1.84,2.900428571,2.900428571,6.264089934
PbBi2Nb2O9,Bi2 Nb2 O9 Pb,,,,2.88,10.1016/j.matlet.2007.08.089,mp-23101,1531664,,,1,5.496,5.496,25.55,A21am,,12.86882012,12.86882012,12.86882012,,,,18,197.4403767,0.091166763,1.857142857,3.142857143,2.714285714,3,0.173333333,0.293333333,0.253333333,0.28,1.6,3.44,1.84,2.895,2.895,6.260504074
PbBi2Nb1.9Ti0.1O9,Bi2 Nb1.9 O9 Pb Ti0.1,,,,2.91,10.1016/j.matlet.2007.08.089,mp-23101,1531664,,,0,5.496,5.496,25.55,A21am,,0,,,,,,18,0,,1.864285714,3.142857143,2.7,3,0.174116077,0.293529019,0.252168112,0.280186791,1.54,3.44,1.9,2.894571429,2.894571429,6.257744816
Bi4Ti3O12,Bi4 O12 Ti3,,,,3.08,10.1016/j.ssi.2009.10.005,mp-1179025,1528445,,,1,,,,,,3.86469438,3.86469438,16.97887473,,,,24,251.0109891,0.095613344,2,3.157894737,2.421052632,2.947368421,0.19,0.3,0.23,0.28,1.54,3.44,1.9,2.841052632,2.841052632,6.172958714
CsCa2Ta3O10,Ca2 Cs O10 Ta3,,,,3.8,10.1039/c0cc05440b,mp-10347,1522043,,,1,,,,,,3.950634,3.950634,15.513552,,,,20,242.1279025,0.082600972,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.79,3.44,2.65,2.605625,2.605625,5.970332029
CsCa2Ta3O10,Ca2 Cs O10 Ta3,,N,0.44,2,10.1039/c0cc05440b,mp-10347,1522043,,,1,,,,,,3.950634,3.950634,15.513552,,,,20,242.1279025,0.082600972,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.79,3.44,2.65,2.605625,2.605625,5.970332029
HPb2Nb3O10,H Nb3 O10 Pb2,,,,2.58,10.1016/j.apcata.2013.09.015,-1,-1,,,0,3.93,3.93,15.3,,,0,,,,,,20,0,,1.75,2.75,2,1.75,0.212121212,0.333333333,0.242424242,0.212121212,1.6,3.44,1.84,2.87875,2.87875,6.366256525
H1.8Pb2Nb2.6Cr0.4O10,H1.8 Cr0.4 Nb2.6 O10 Pb2,,,,2.29,10.1016/j.apcata.2013.09.015,-1,-1,,,0,3.93,3.93,15.3,,,0,,,,,,20,0,,1.714285714,2.619047619,1.928571429,1.666666667,0.216216216,0.33033033,0.243243243,0.21021021,1.6,3.44,1.84,2.847857143,2.847857143,6.402055731
Ba5Ta4O15,Ba5 O15 Ta4,,,,4.05,10.1021/jp202783t,mp-504554,2106435,,,1,,,,,,5.81978595,5.81978595,11.88463337,,,,30,348.6024977,0.086057903,2,2.5,0.5,2.333333333,0.272727273,0.340909091,0.068181818,0.318181818,0.89,3.44,2.55,2.585416667,2.585416667,5.926242115
Ba5Ta4O15,Ba5 O15 Ta4,,N,0.3,1.75,10.1021/jp202783t,mp-504554,2106435,,,1,,,,,,5.81978595,5.81978595,11.88463337,,,,30,348.6024977,0.086057903,2,2.5,0.5,2.333333333,0.272727273,0.340909091,0.068181818,0.318181818,0.89,3.44,2.55,2.585416667,2.585416667,5.926242115
Sr5Ta4O15,O15 Sr5 Ta4,,,,4.51,10.1039/C3TA10446J,mp-769297,-1,,,1,,,,,,5.66948493,5.6694842,11.54266629,,,,30,321.3096232,0.093367885,2,2.5,0.5,2.333333333,0.272727273,0.340909091,0.068181818,0.318181818,0.95,3.44,2.49,2.597916667,2.597916667,5.966934078
Sr5Ta4O15,O15 Sr5 Ta4,,N,0.63,2.2,10.1039/C3TA10446J,mp-769297,-1,,,1,,,,,,5.66948493,5.6694842,11.54266629,,,,30,321.3096232,0.093367885,2,2.5,0.5,2.333333333,0.272727273,0.340909091,0.068181818,0.318181818,0.95,3.44,2.49,2.597916667,2.597916667,5.966934078
Sr2Ta2O7,O7 Sr2 Ta2,,,,4.2,10.1021/nn102469e,mp-13664,2106523,,,2,,,,,,13.81974189,13.81974189,5.71108702,,,,14,309.4413886,0.090485633,2,2.545454545,0.545454545,2.545454545,0.261904762,0.333333333,0.071428571,0.333333333,0.95,3.44,2.49,2.634545455,2.634545455,6.036062318
